timestamp,PupilLeft,PupilRight,ValidityL,ValidityR,Gpx,Gpy,Fixation,Event,AOI
03-04-2019 23:00:44:257,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:361,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:462,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:565,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:671,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:773,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:877,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:44:981,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:85,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:186,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:286,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:389,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:491,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:597,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:701,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:801,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:45:904,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:7,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:109,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:210,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:314,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:417,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:522,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:626,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:729,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:834,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:46:939,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:42,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:145,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:250,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:352,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:454,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:555,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:657,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:760,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:863,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:47:969,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:73,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:177,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:284,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:389,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:494,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:608,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:709,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:823,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:48:926,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:29,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:134,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:239,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:344,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:450,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:551,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:652,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:754,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:855,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:49:957,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:62,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:166,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:267,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:369,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:472,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:573,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:676,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:784,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:887,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:50:988,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:90,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:191,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:292,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:397,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:501,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:602,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:704,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:805,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:51:907,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:11,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:115,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:219,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:320,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:424,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:530,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:632,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:735,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:836,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:52:937,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:38,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:144,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:249,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:353,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:454,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:557,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:660,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:762,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:867,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:53:980,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:85,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:187,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:291,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:403,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:506,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:608,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:712,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:823,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:54:926,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:31,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:135,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:238,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:339,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:441,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:544,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:644,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:750,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:853,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:55:954,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:56,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:160,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:264,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:369,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:471,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:576,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:679,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:783,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:884,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:56:986,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:88,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:190,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:294,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:395,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:500,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:606,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:707,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:812,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:57:913,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:17,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:122,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:229,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:335,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:439,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:541,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:642,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:746,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:852,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:58:953,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:55,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:158,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:260,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:364,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:468,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:569,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:676,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:778,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:884,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:00:59:984,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:88,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:191,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:300,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:401,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:503,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:604,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:707,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:813,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:00:917,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:19,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:122,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:222,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:324,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:425,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:530,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:634,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:735,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:838,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:01:939,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:43,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:145,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:250,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:353,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:455,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:558,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:664,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:774,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:880,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:02:985,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:90,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:192,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:300,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:406,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:512,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:617,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:719,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:821,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:03:930,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:34,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:137,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:242,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:351,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:453,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:554,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:655,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:756,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:860,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:04:963,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:68,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:170,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:270,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:374,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:475,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:577,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:686,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:790,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:893,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:05:994,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:103,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:209,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:316,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:418,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:523,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:624,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:725,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:827,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:06:929,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:30,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:136,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:237,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:338,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:443,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:546,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:650,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:754,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:860,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:07:962,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:68,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:169,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:270,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:374,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:476,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:579,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:684,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:786,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:889,7.0,7.5,3.0,3.0,188.0,509.0,15.0,3.0,3.0 
03-04-2019 23:01:08:992
